[CHEM1D_DATAFILE_VERSION]
 4

[NUMBER_OF_GRIDPOINTS]
         300
[FILECONTENT]
 SOURCETERMS (mole/cm^3/s)                                                                           
[NUMBER_OF_SPECIES]
          23
[NUMBER_OF_VARIABLES]
          27

[TIME]
0.000000000000000E+00
[INLET]
Phi =  1.00, Tinlet =  300.00 K, Pinlet =  101325.00 Pa.
[COMMENT]
Adiabatic flame, Stationary solution, Mixture averaged diffusion, Detailed chemistry,  No radiation model.
 No heat exchanger model.
[USER_COMMENT]
-                                                      

[FILE_STRUCTURE_COLUMNS_CONTAINING]
 i x(i) H2               H                O                O2               OH               H2O              HO2              CH2              CH2(S)           CH3              CH4              CO               CO2              HCO              CH2O             CH3O             C2H4             C2H5             C2H6             N                NO               N2               AR               Temp             Massflow         Enthalpy         MixFrac         
 227 0.15632487699443E+000 -.50528306161653E-004 -.71834963013717E-004 -.18348070462388E-004 -.58034228590091E-004 -.16126301123006E-004 0.94518132699726E-004 -.18061565393658E-007 -.27095647789025E-014 -.19355524571511E-015 -.13376986361584E-013 -.46276620477131E-014 -.55975596723746E-004 0.55975923421496E-004 -.32604411451308E-009 -.52475988162180E-012 -.30243177900187E-017 -.53973398867759E-013 -.89301231412008E-017 -.24865973944421E-018 0.35415528748638E-010 0.84895646268322E-007 -.42465530898535E-007 0.00000000000000E+000 0.60886925266173E+002 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 228 0.17046214431791E+000 -.46579240998586E-004 -.61157393583014E-004 -.16071339713757E-004 -.52082383263049E-004 -.15714332088512E-004 0.85023129239183E-004 -.15778676350282E-007 -.30115122389160E-015 -.21431705915416E-016 -.14969146921045E-014 -.49022006056817E-015 -.50871584305651E-004 0.50871855965927E-004 -.27118971358662E-009 -.45594935028799E-012 -.11556905269474E-017 -.61499149544221E-014 -.93067672864448E-018 -.25514797233525E-019 0.31949667233385E-010 0.87010461346059E-007 -.43521205506646E-007 0.00000000000000E+000 0.54062604127397E+002 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 229 0.18545972900969E+000 -.42481748308915E-004 -.51856413506940E-004 -.14049967494015E-004 -.46958511836540E-004 -.15115021681913E-004 0.75974492219292E-004 -.13825530975202E-007 -.33003486414118E-016 -.23381751815441E-017 -.16501617911892E-015 -.52161738317021E-016 -.47046219945318E-004 0.47046446640636E-004 -.22628997992284E-009 -.40371448332259E-012 -.77846411946770E-018 -.68512656801126E-015 -.94875281322446E-019 -.25691597852036E-020 0.28687444793900E-010 0.88725049407006E-007 -.44376868425900E-007 0.00000000000000E+000 0.48075741533504E+002 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 230 0.20131161955450E+000 -.38529972712145E-004 -.43923794927832E-004 -.12275729025578E-004 -.42453274744832E-004 -.14408237725519E-004 0.67702154467437E-004 -.12140842019894E-007 -.37024086975683E-017 -.25918744256403E-018 -.18294335345693E-016 -.55881452717426E-017 -.43822400387391E-004 0.43822590042896E-004 -.18929582658815E-009 -.35949947725991E-012 -.60541392504967E-018 -.75022694882869E-016 -.95151583443568E-020 -.25522241535034E-021 0.25635615163657E-010 0.90053414290825E-007 -.45039524952994E-007 0.00000000000000E+000 0.42820397474811E+002 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 231 0.21800573665781E+000 -.34853434733750E-004 -.37234316403909E-004 -.10729743032339E-004 -.38449846929590E-004 -.13646219916926E-004 0.60299123716651E-004 -.10682267868668E-007 -.54233077223852E-018 -.35571139830283E-019 -.23001879679007E-017 -.62359388471811E-018 -.40906721991671E-004 0.40906881047728E-004 -.15873502087134E-009 -.32101628150159E-012 -.48330965155650E-018 -.81157216802443E-017 -.94391094959449E-021 -.25138437553200E-022 0.22804317387129E-010 0.91016579782662E-007 -.45519692050025E-007 0.00000000000000E+000 0.38207347218734E+002 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 232 0.23551953602840E+000 -.31498184375546E-004 -.31626952069273E-004 -.93890785022462E-005 -.34876736029488E-004 -.12863865378816E-004 0.53748368953599E-004 -.94176670875092E-008 -.19791396734034E-018 -.11189615737170E-019 -.52392912470362E-018 -.84455346325667E-019 -.38185107315771E-004 0.38185241069502E-004 -.13346653428932E-009 -.28719391256207E-012 -.38886218703770E-018 -.87168525127836E-018 -.93113015742250E-022 -.24671185212122E-023 0.20201988858638E-010 0.91641251109325E-007 -.45830726549092E-007 0.00000000000000E+000 0.34159662618585E+002 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 233 0.25381908643624E+000 -.28469557518165E-004 -.26941222880189E-004 -.82300715820017E-005 -.31683689641302E-004 -.12084776120781E-004 0.47986773913158E-004 -.83207107164864E-008 -.15357233320275E-018 -.80570434686935E-020 -.29044106173078E-018 -.18487436289957E-019 -.35620023073925E-004 0.35620135894877E-004 -.11256360646081E-009 -.25734426152691E-012 -.31461166778929E-018 -.93414706777037E-019 -.91810649884336E-023 -.24241254985690E-024 0.17832726952470E-010 0.91958598784131E-007 -.45988215755542E-007 0.00000000000000E+000 0.30609559942016E+002 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 234 0.27286454934003E+000 -.25753308332250E-004 -.23030100634584E-004 -.72298447685507E-005 -.28829877022971E-004 -.11324865319132E-004 0.42934523553189E-004 -.73687682205269E-008 -.14128591115041E-018 -.72492432912731E-020 -.23333039961250E-018 -.54741164551978E-020 -.33202579882967E-004 0.33202675371958E-004 -.95258041394537E-010 -.23094932608241E-012 -.25593278045071E-018 -.10031424091116E-019 -.90897798086387E-024 -.23947894102374E-025 0.15694485555728E-010 0.92002744918549E-007 -.46009219702052E-007 0.00000000000000E+000 0.27495942450968E+002 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 235 0.29261854565936E+000 -.23325985950452E-004 -.19763405854422E-004 -.63670678834010E-005 -.26278901381183E-004 -.10594600263459E-004 0.38508300684516E-004 -.65420237042351E-008 -.13263949992466E-018 -.67449209655271E-020 -.20340005940435E-018 -.91861083665900E-022 -.30932364381886E-004 0.30932445500839E-004 -.80911364013638E-010 -.20758831607479E-012 -.20936836621478E-018 -.10830623823291E-020 -.90684545714973E-025 -.23864220754071E-026 0.13778499091915E-010 0.91808771279385E-007 -.45911274889239E-007 0.00000000000000E+000 0.24763175195338E+002 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 236 0.31304991927575E+000 -.21160541323921E-004 -.17029115534751E-004 -.56224368285001E-005 -.23997474916980E-004 -.99004325639504E-005 0.34628261622192E-004 -.58231295559748E-008 -.12460652333418E-018 -.63133082316919E-020 -.18226608097585E-018 0.30498426276138E-020 -.28809723871131E-004 0.28809793052513E-004 -.68994478425242E-010 -.18690286958122E-012 -.17225572298016E-018 -.11785379218845E-021 -.91401047388793E-026 -.24044123553306E-027 0.12070879305928E-010 0.91410810817873E-007 -.45711440848589E-007 0.00000000000000E+000 0.22361177099534E+002 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 237 0.33413141121550E+000 -.19229653823074E-004 -.14733660124888E-004 -.49789326688815E-005 -.21955396922309E-004 -.92458308989409E-005 0.31222027538078E-004 -.51969984590162E-008 -.11687281335792E-018 -.59188679687756E-020 -.16619184031667E-018 0.49440643258367E-020 -.26833023778827E-004 0.26833083017970E-004 -.59070566180837E-010 -.16857624861627E-012 -.14253483993671E-018 -.12948854567283E-022 -.93247664206438E-027 -.24534269674547E-028 0.10555275603639E-010 0.90840853310171E-007 -.45425704292887E-007 0.00000000000000E+000 0.20245842347178E+002 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 238 0.35583658338770E+000 -.17507508007785E-004 -.12800307239560E-004 -.44218310162942E-005 -.20125549129860E-004 -.86321553610933E-005 0.28226090154697E-004 -.46506074265783E-008 -.10942534519546E-018 -.55511691134835E-020 -.15353040205540E-018 0.59992896494211E-020 -.24998116548980E-004 0.24998167482399E-004 -.50781094334580E-010 -.15232521640874E-012 -.11861225769310E-018 -.14386923154003E-023 -.96440751582012E-028 -.25374118828321E-029 0.92146970368993E-011 0.90128214864119E-007 -.45068714780578E-007 0.00000000000000E+000 0.18378919773894E+002 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 239 0.37813937424931E+000 -.15970462652545E-004 -.11166331004072E-004 -.39385224347497E-005 -.18483706584616E-004 -.80593544176400E-005 0.25585413811567E-004 -.41727868919594E-008 -.10228760882817E-018 -.52053438160662E-020 -.14323938190175E-018 0.64769353598742E-020 -.23298878511951E-004 0.23298922483492E-004 -.43833641619104E-010 -.13789886039231E-012 -.99256195315198E-019 -.16186089681326E-024 -.10125913871082E-028 -.26491378524645E-030 0.80322292271007E-011 0.89299300345402E-007 -.44653666287314E-007 0.00000000000000E+000 0.16727402726050E+002 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 240 0.40101479541864E+000 -.14597174010214E-004 -.97803514544589E-005 -.35182599127783E-005 -.17008321179519E-004 -.75264402336873E-005 0.23252465970235E-004 -.37539912857356E-008 -.95485491158261E-019 -.48788866615528E-020 -.13461235904885E-018 0.65610147367752E-020 -.21727968885799E-004 0.21728007001331E-004 -.37990454562064E-010 -.12507682753578E-012 -.83512964857395E-019 -.18482044146439E-025 -.10817620649905E-029 -.26527063961396E-031 0.69914377044274E-011 0.88377516509772E-007 -.44192253973738E-007 0.00000000000000E+000 0.15262847335753E+002 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 241 0.42443889914290E+000 -.13368559013215E-004 -.86003029346899E-005 -.31519097256270E-005 -.15680319533768E-004 -.70318037665119E-005 0.21186322041930E-004 -.33860707312399E-008 -.89039152004208E-019 -.45704876813695E-020 -.12716682552560E-018 0.63828540739336E-020 -.20277386137440E-004 0.20277419309270E-004 -.33058163576888E-010 -.11366561681853E-012 -.70641416845384E-019 -.21671884414245E-026 -.11841260514945E-030 -.10976169646821E-032 0.60768024076267E-011 0.87383349936968E-007 -.43694713369688E-007 0.00000000000000E+000 0.13960790252345E+002 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 242 0.44838831839630E+000 -.12267690946462E-004 -.75917937700737E-005 -.28317243229381E-005 -.14482878408375E-004 -.65734456686606E-005 0.19351856241651E-004 -.30620653933207E-008 -.82960324920425E-019 -.42793934476456E-020 -.12057274833738E-018 0.60363540302510E-020 -.18938831154401E-004 0.18938860137156E-004 -.28879259726537E-010 -.10349498270759E-012 -.60063100273969E-019 -.28459228148118E-027 -.11330007122571E-031 0.17292126333286E-032 0.52740294562597E-011 0.86334560328377E-007 -.43169917178916E-007 0.00000000000000E+000 0.12800225193903E+002 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 243 0.47284032574663E+000 -.11279624567332E-004 -.67266454623099E-005 -.25511378864769E-005 -.13401185968997E-004 -.61491587794814E-005 0.17718927462105E-004 -.27760335725460E-008 -.77252855944710E-019 -.40050956571266E-020 -.11460573367460E-018 0.55882327968056E-020 -.17704021389141E-004 0.17704046808907E-004 -.25325350195644E-010 -.94415656163767E-013 -.51324922241946E-019 -.73933505080966E-028 0.79208283177721E-031 0.19690343771402E-032 0.45701151650559E-011 0.85246400085970E-007 -.42625485100567E-007 0.00000000000000E+000 0.11763108918643E+002 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 244 0.49777301024882E+000 -.10391199941088E-004 -.59816587409337E-005 -.23045882832780E-005 -.12422230914653E-004 -.57566665439538E-005 0.16261635270218E-004 -.25229090313668E-008 -.71914446262749E-019 -.37471904625360E-020 -.10911566332412E-018 0.50851877458179E-020 -.16564972979299E-004 0.16564995357342E-004 -.22291745206272E-010 -.86297630693152E-013 -.44070832889846E-019 -.49296322410354E-028 0.11699134926103E-030 0.20301462122206E-032 0.39532812968814E-011 0.84131847041309E-007 -.42067900161303E-007 0.00000000000000E+000 0.10833932233427E+002 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 245 0.52316440960303E+000 -.95908816371897E-005 -.53377161177931E-005 -.20873650416898E-005 -.11534619298770E-004 -.53937091085351E-005 0.14957753361190E-004 -.22983707450765E-008 -.66937574344530E-019 -.35052651724757E-020 -.10400254330391E-018 0.45595249639999E-020 -.15514134464970E-004 0.15514154236870E-004 -.19692871571340E-010 -.79027639767162E-013 -.38019746592152E-019 -.27341460882000E-028 0.12006619503321E-032 0.21161134807099E-032 0.34129792969740E-011 0.83001891195549E-007 -.41502652087423E-007 0.00000000000000E+000 0.99993754450019E+001 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 246 0.54899112508369E+000 -.88686102233074E-005 -.47791140136470E-005 -.18954765275164E-005 -.10728380025948E-004 -.50580887331434E-005 0.13788269759110E-004 -.20987213615882E-008 -.62309883369070E-019 -.32788065027219E-020 -.99197899516778E-019 0.40336568729461E-020 -.14544369628837E-004 0.14544387159784E-004 -.17458440182042E-010 -.72506239938219E-013 -.32948411725948E-019 -.26033279632117E-028 0.20550824656995E-032 0.21496515195373E-032 0.29399261549112E-011 0.81865836385042E-007 -.40934388155598E-007 0.00000000000000E+000 0.92480042577223E+001 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 247 0.57522835422140E+000 -.82156105521935E-005 -.42929138673413E-005 -.17255322729845E-005 -.99947586176806E-005 -.47477031984577E-005 0.12736887311051E-004 -.19207880960775E-008 -.58015557706599E-019 -.30672028058963E-020 -.94654183338234E-019 0.35229159799604E-020 -.13648959860778E-004 0.13648975457951E-004 -.15530527326058E-010 -.66646063330973E-013 -.28678667004523E-019 -.24553487358659E-028 0.25247569334433E-032 0.21881282128985E-032 0.25259820995681E-011 0.80731513992978E-007 -.40367019987539E-007 0.00000000000000E+000 0.85699686900655E+001 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 248 0.60185129304218E+000 -.76241812605143E-005 -.38683340226802E-005 -.15746423185992E-005 -.93260417041769E-005 -.44605708103282E-005 0.11789521592203E-004 -.17618462744902E-008 -.54037182267662E-019 -.28698012282026E-020 -.90339722805125E-019 0.30371141241124E-020 -.12821679300684E-004 0.12821693223406E-004 -.13861351330571E-010 -.61370946067857E-013 -.25067881998892E-019 -.23130625604456E-028 0.29563847607573E-032 0.22244868173845E-032 0.21639271705498E-011 0.79605414221228E-007 -.39803789074200E-007 0.00000000000000E+000 0.79567346987245E+001 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 249 0.62883585654585E+000 -.70875385780694E-005 -.34963322484179E-005 -.14403355365781E-005 -.87154257087081E-005 -.41948357233812E-005 0.10933938601904E-004 -.16195512741845E-008 -.50356552604950E-019 -.26859216699001E-020 -.86233795945955E-019 0.25819610035472E-020 -.12056817874994E-004 0.12056830342976E-004 -.12411367228651E-010 -.56614519855509E-013 -.22001323125683E-019 -.21789584353713E-028 0.33604614210752E-032 0.22661335683206E-032 0.18473488152792E-011 0.78492835043165E-007 -.39247341195990E-007 0.00000000000000E+000 0.74008839297430E+001 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 250 0.65615828436423E+000 -.65997165200667E-005 -.31693469716907E-005 -.13204942392800E-005 -.81569040540229E-005 -.39487624862816E-005 0.10159522813394E-004 -.14918763960730E-008 -.46954707001187E-019 -.25148372275220E-020 -.82321441683163E-019 0.21605094920911E-020 -.11349116508823E-004 0.11349127708790E-004 -.11147648111471E-010 -.52318410828178E-013 -.19386093231647E-019 -.20529907987481E-028 0.37502868821046E-032 0.23162785173124E-032 0.15706302777552E-011 0.77398064216014E-007 -.38699817423146E-007 0.00000000000000E+000 0.68959617428869E+001 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 251 0.68379517204695E+000 -.61554681121315E-005 -.28810437348904E-005 -.12133004833679E-005 -.76451634547953E-005 -.37207389386877E-005 0.94570530517913E-005 -.13770661849110E-008 -.43812485201138E-019 -.23557929419040E-020 -.78591149457365E-019 0.17739962113676E-020 -.10693732797234E-004 0.10693742888360E-004 -.10042693716190E-010 -.48431219379539E-013 -.17146663979405E-019 -.19347930690869E-028 0.41295813158341E-032 0.23741315351491E-032 0.13288668661995E-011 0.76324523865099E-007 -.38162926365983E-007 0.00000000000000E+000 0.64363400936287E+001 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 252 0.71172396967226E+000 -.57501636262508E-005 -.26260608667326E-005 -.11171913192304E-005 -.71755026772351E-005 -.35092835164684E-005 0.88184772008853E-005 -.12736027053385E-008 -.40911412288430E-019 -.22080493703778E-020 -.75034707769715E-019 0.14221702879669E-020 -.10086266196660E-004 0.10086275315115E-004 -.90735462321267E-011 -.44908089358282E-013 -.15221527535741E-019 -.18239806689129E-028 0.44971664590071E-032 0.24373213511000E-032 0.11177226997292E-011 0.75274879579390E-007 -.37637998651045E-007 0.00000000000000E+000 0.60170988477107E+001 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 253 0.73992239557518E+000 -.53797235618489E-005 -.23998568361922E-005 -.10308211084676E-005 -.67437668277619E-005 -.33130388601704E-005 0.82367656477487E-005 -.11801710510395E-008 -.38233787926601E-019 -.20708841471716E-020 -.71645686369912E-019 0.11038328197246E-020 -.95227288796591E-005 0.95227371423351E-005 -.82209661248989E-011 -.41709744464911E-013 -.13560353448607E-019 -.17201766470301E-028 0.48502382265860E-032 0.25030993911012E-032 0.93338514030555E-012 0.74251176179802E-007 -.37126054782471E-007 0.00000000000000E+000 0.56339362633204E+001 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 254 0.76836739500225E+000 -.50405695453554E-005 -.21986159355278E-005 -.95302930974762E-006 -.63462783266412E-005 -.31307591753813E-005 0.77058086869335E-005 -.10956259279962E-008 -.35762440305294E-019 -.19435767422779E-020 -.68417492122779E-019 0.81743960863051E-021 -.89994652255890E-005 0.89994727331065E-005 -.74687160084621E-011 -.38801363730753E-013 -.12121673219116E-019 -.16229909694350E-028 0.51911317967624E-032 0.25712941909971E-032 0.77256414513173E-012 0.73254970227224E-007 -.36627871395684E-007 0.00000000000000E+000 0.52830907324415E+001 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 255 0.79703546702774E+000 -.47295525891133E-005 -.20191101802477E-005 -.88281272514870E-006 -.59797710560744E-005 -.29613068239236E-005 0.72202740134627E-005 -.10189691444000E-008 -.33481092963035E-019 -.18254300415653E-020 -.65343694293833E-019 0.56119487452569E-021 -.85131313506976E-005 0.85131381899283E-005 -.68030783479053E-011 -.36152206630486E-013 -.10871241212615E-019 -.15320345665211E-028 0.55200596365781E-032 0.26409295268223E-032 0.63239687063509E-012 0.72287396118819E-007 -.36144014257845E-007 0.00000000000000E+000 0.49612606245833E+001 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 256 0.82590342527818E+000 -.44438803011962E-005 -.18585693374681E-005 -.81930162566668E-006 -.56413402753106E-005 -.28036476752301E-005 0.67754666134248E-005 -.94933181610293E-009 -.31374722573449E-019 -.17157927603750E-020 -.62418779810099E-019 0.33298422200324E-021 -.80607064458010E-005 0.80607126920082E-005 -.62124717798687E-011 -.33735381907931E-013 -.97807410118039E-020 -.14469412906876E-028 0.58428433565023E-032 0.27134886466263E-032 0.51034670883357E-012 0.71349209717027E-007 -.35674860031868E-007 0.00000000000000E+000 0.46655363300582E+001 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 257 0.85494806550230E+000 -.41810745058638E-005 -.17146171766880E-005 -.76174002949153E-006 -.53284022310919E-005 -.26568391713940E-005 0.63672485324130E-005 -.88595489508046E-009 -.29429394637986E-019 -.16140519657627E-020 -.59637543152759E-019 0.13056940559083E-021 -.76394604608854E-005 0.76394661794795E-005 -.56870667728710E-011 -.31527213173699E-013 -.88266259799908E-020 -.13673632408566E-028 0.61942867864017E-032 0.28029126487501E-032 0.40418490700427E-012 0.70440860966809E-007 -.35220632575858E-007 0.00000000000000E+000 0.43933511313842E+001 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 258 0.88414551819795E+000 -.39389416310594E-005 -.15852214168698E-005 -.70946992719587E-006 -.50386568790923E-005 -.25200225843955E-005 0.59919803570981E-005 -.82817331538399E-009 -.27632148060303E-019 -.15196285422854E-020 -.56994655161291E-019 -.48245986746766E-022 -.72469144472928E-005 0.72469196952826E-005 -.52184830097824E-011 -.29506731097043E-013 -.79892207813938E-020 -.12929595373357E-028 0.64676606197274E-032 0.28637427452580E-032 0.31196943812812E-012 0.69562564025835E-007 -.34781437997636E-007 0.00000000000000E+000 0.41424397822205E+001 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 259 0.91347098653935E+000 -.37155403437387E-005 -.14686364647053E-005 -.66191776588450E-006 -.47700540689362E-005 -.23924182760335E-005 0.56464578435602E-005 -.77540402883036E-009 -.25971029905779E-019 -.14319810952105E-020 -.54484800050033E-019 -.20556787057049E-021 -.68808179727701E-005 0.68808227999900E-005 -.47995644800885E-011 -.27655386557387E-013 -.72520428243853E-020 -.12234095264721E-028 0.67757069543048E-032 0.29411155839091E-032 0.23199845422021E-012 0.68714344297667E-007 -.34357288148060E-007 0.00000000000000E+000 0.39107996410807E+001 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 260 0.94289862950109E+000 -.35091522439730E-005 -.13633652239860E-005 -.61858203261315E-006 -.45207602705571E-005 -.22733160294428E-005 0.53278586754924E-005 -.72713352840976E-009 -.24434960069189E-019 -.13506005331887E-020 -.52102416337142E-019 -.34333964998056E-021 -.65391136706927E-005 0.65391181208175E-005 -.44241679695266E-011 -.25956654563015E-013 -.66012097406672E-020 -.11583990006476E-028 0.71647431353615E-032 0.30557162490982E-032 0.16279042002448E-012 0.67896073917054E-007 -.33948118353737E-007 0.00000000000000E+000 0.36966552302017E+001 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 261 0.97240210686076E+000 -.33182496516075E-005 -.12681226545898E-005 -.57902226902711E-006 -.42891259234715E-005 -.21620654603627E-005 0.50336872305644E-005 -.68290717638918E-009 -.23013637148435E-019 -.12750067792335E-020 -.49841624894151E-019 -.46331335259212E-021 -.62199065636483E-005 0.62199106750372E-005 -.40869930962956E-011 -.24395728092261E-013 -.60249702379474E-020 -.10976175002246E-028 0.74716480693332E-032 0.31389856372887E-032 0.10306060943277E-012 0.67107485083863E-007 -.33553794072236E-007 0.00000000000000E+000 0.34984243841158E+001 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 262 0.10019558795353E+001 -.31414582017165E-005 -.11817863192449E-005 -.54284997901353E-006 -.40736602879762E-005 -.20580709625183E-005 0.47617099185845E-005 -.64232258220406E-009 -.21697638041157E-019 -.12047564785649E-020 -.47696798131794E-019 -.56716600884629E-021 -.59214642730505E-005 0.59214680794816E-005 -.37834716089653E-011 -.22959453485283E-013 -.55133732123702E-020 -.10407842550676E-028 0.78488918209915E-032 0.32518381797569E-032 0.51668520137705E-013 0.66348164582358E-007 -.33174108125439E-007 0.00000000000000E+000 0.33146882690508E+001 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 263 0.10315358893024E+001 -.29775318433368E-005 -.11033649771940E-005 -.50972136666354E-006 -.38730148606263E-005 -.19607861754802E-005 0.45099117078193E-005 -.60502335676602E-009 -.20478397325108E-019 -.11394438395837E-020 -.45662741380843E-019 -.65656084653417E-021 -.56422145041676E-005 0.56422180354653E-005 -.35096614307696E-011 -.21636178862881E-013 -.50579727508706E-020 -.98762909374563E-029 0.81025790740575E-032 0.33205978032682E-032 0.75917445792295E-014 0.65617566825276E-007 -.32808787208510E-007 0.00000000000000E+000 0.31441705338554E+001 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 264 0.10611191773292E+001 -.28253435148970E-005 -.10319884172363E-005 -.47933181445762E-006 -.36859705170010E-005 -.18697086256288E-005 0.42764790341648E-005 -.57069269728682E-009 -.19348064356191E-019 -.10786933312734E-020 -.43734414411589E-019 -.73306364157745E-021 -.53807254926016E-005 0.53807287751592E-005 -.32621420357976E-011 -.20415495240107E-013 -.46515611351743E-020 -.93791458368815E-029 0.84888459710887E-032 0.34382906224177E-032 -.30071156010497E-013 0.64915050158934E-007 -.32457510043889E-007 0.00000000000000E+000 0.29857236643871E+001 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 265 0.10906832909461E+001 -.26838780137290E-005 -.96689138307660E-006 -.45141169626114E-006 -.35114272435754E-005 -.17843788038813E-005 0.40597841701725E-005 -.53904940793396E-009 -.18299482788295E-019 -.10221600310158E-020 -.41906991825529E-019 -.79814525504491E-021 -.51356959477011E-005 0.51356990049342E-005 -.30379449075972E-011 -.19288121895165E-013 -.42879802477809E-020 -.89140736449802E-029 0.89126158973155E-032 0.35750648159614E-032 -.62118211576198E-013 0.64239911002316E-007 -.32119924442052E-007 0.00000000000000E+000 0.28383174953735E+001 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 266 0.11202054989258E+001 -.25522280690147E-005 -.90740289513170E-006 -.42572247050386E-006 -.33483936965885E-005 -.17043778940483E-005 0.38583748209493E-005 -.50984371043122E-009 -.17326117951478E-019 -.96952649626254E-021 -.40175759567650E-019 -.85312987742697E-021 -.49059383563963E-005 0.49059412091293E-005 -.28344871446966E-011 -.18245754109737E-013 -.39619527214915E-020 -.84789154242848E-029 0.92895763694939E-032 0.36942652929869E-032 -.89254414558203E-013 0.63591415071336E-007 -.31795662908460E-007 0.00000000000000E+000 0.27010284497504E+001 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 267 0.11496622681891E+001 -.24295921376085E-005 -.85295278287938E-006 -.40205231604697E-006 -.31959698878713E-005 -.16293194820024E-005 0.36709710373555E-005 -.48285056416460E-009 -.16421803611150E-019 -.92048868369834E-021 -.38535448194244E-019 -.89904759742233E-021 -.46903347536376E-005 0.46903374204047E-005 -.26494863586066E-011 -.17280735580910E-013 -.36688973278857E-020 -.80715527599031E-029 0.96530550256898E-032 0.38085989637361E-032 -.11206775244526E-012 0.62968817160018E-007 -.31484352546133E-007 0.00000000000000E+000 0.25730265767914E+001 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 268 0.11790309739468E+001 -.23152520952667E-005 -.80305640904162E-006 -.38021175894858E-006 -.30533272078096E-005 -.15588436056932E-005 0.34964322923085E-005 -.45786566001214E-009 -.15580715523289E-019 -.87475581065918E-021 -.36980363424955E-019 -.93668434397352E-021 -.44878193869692E-005 0.44878218842718E-005 -.24809165180756E-011 -.16385983118533E-013 -.34048211563806E-020 -.76898959238402E-029 0.10106232307100E-031 0.39592747102921E-032 -.13104499503514E-012 0.62371335000753E-007 -.31185601977879E-007 0.00000000000000E+000 0.24535576543812E+001 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 269 0.12082931298454E+001 -.22085344294284E-005 -.75726627846209E-006 -.36003030869678E-006 -.29197002731510E-005 -.14926181917839E-005 0.33336951969384E-005 -.43470664383372E-009 -.14797681019921E-019 -.83206960046996E-021 -.35505672918068E-019 -.96691332262244E-021 -.42974228179169E-005 0.42974251604916E-005 -.23270193787963E-011 -.15555283509462E-013 -.31663031869644E-020 -.73320256196924E-029 0.10494759173106E-031 0.40839905939597E-032 -.14664981736370E-012 0.61798102640254E-007 -.30898977995218E-007 0.00000000000000E+000 0.23419279067851E+001 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
