[CHEM1D_DATAFILE_VERSION]
 4

[NUMBER_OF_GRIDPOINTS]
         300
[FILECONTENT]
 SOURCETERMS (mole/cm^3/s)                                                                           
[NUMBER_OF_SPECIES]
          23
[NUMBER_OF_VARIABLES]
          27

[TIME]
0.000000000000000E+00
[INLET]
Phi =  1.00, Tinlet =  300.00 K, Pinlet =  101325.00 Pa.
[COMMENT]
Adiabatic flame, Stationary solution, Mixture averaged diffusion, Detailed chemistry,  No radiation model.
 No heat exchanger model.
[USER_COMMENT]
-                                                      

[FILE_STRUCTURE_COLUMNS_CONTAINING]
 i x(i) H2               H                O                O2               OH               H2O              HO2              CH2              CH2(S)           CH3              CH4              CO               CO2              HCO              CH2O             CH3O             C2H4             C2H5             C2H6             N                NO               N2               AR               Temp             Massflow         Enthalpy         MixFrac         
 193 0.40790130944631E-001 0.11312958928144E-002 0.24768093622539E-002 -.16889485107983E-003 -.11904424186467E-001 0.52327674571655E-003 0.12580857354366E-001 -.32877004371223E-004 0.62108576315379E-004 0.43070740282455E-005 -.86633602332120E-003 -.63746238763930E-002 0.54584327066600E-002 0.28086205301248E-002 0.14673089201780E-004 -.14994491189825E-003 -.10439741721396E-005 -.35849909985045E-003 -.13086705935119E-004 -.10651078948723E-003 -.29845318100220E-009 0.51626323675610E-008 -.24320895932794E-008 0.00000000000000E+000 0.38793862997561E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 194 0.41065235739946E-001 0.90305907699478E-003 0.26185467233639E-002 -.11807673600325E-003 -.11749529190251E-001 0.60572292288151E-003 0.12276220342014E-001 -.32364514336220E-004 0.54701437991427E-004 0.37424801859362E-005 -.90796656990497E-003 -.61221465488874E-002 0.52249225677871E-002 0.28663841846782E-002 0.12138840107604E-004 -.16893352946498E-003 -.98094938298758E-006 -.37362508466097E-003 -.12140735961584E-004 -.95165135932396E-004 -.28335198934910E-009 0.55818792035910E-008 -.26492636071210E-008 0.00000000000000E+000 0.37814518819127E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 195 0.41350081397848E-001 0.66837782226733E-003 0.27534248164065E-002 -.63262945614169E-004 -.11577773035706E-001 0.68953892171612E-003 0.11950497300085E-001 -.31767902724292E-004 0.46792715604782E-004 0.31454505003276E-005 -.94323816361139E-003 -.58602791687530E-002 0.49732735303917E-002 0.29241182475843E-002 0.94771675100369E-005 -.18776716842415E-003 -.91746066548818E-006 -.38672662640555E-003 -.11180502467259E-004 -.84395446195748E-004 -.26573319612489E-009 0.60366932765012E-008 -.28854800401882E-008 0.00000000000000E+000 0.36766026684167E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 196 0.41645908110895E-001 0.42756564347325E-003 0.28806917733843E-002 -.43977178521972E-005 -.11388131564350E-001 0.77443553527396E-003 0.11602779514874E-001 -.31083774980794E-004 0.38440129939345E-004 0.25205941720709E-005 -.97167740803212E-003 -.55890634912983E-002 0.47026745331903E-002 0.29816809961594E-002 0.66973992267074E-005 -.20627340424813E-003 -.85370499001135E-006 -.39763247490716E-003 -.10213397477248E-004 -.74226949675207E-004 -.24545837485583E-009 0.65308673297202E-008 -.31427044774322E-008 0.00000000000000E+000 0.35645450266941E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 197 0.41954029340485E-001 0.18115145309909E-003 0.29994717061879E-002 0.58499736090388E-004 -.11179525891646E-001 0.86000923169230E-003 0.11232224141255E-001 -.30308538700724E-004 0.29719345746997E-004 0.18737663407334E-005 -.99278726935353E-003 -.53086817506252E-002 0.44124055762889E-002 0.30388691485556E-002 0.38136782327315E-005 -.22423895248239E-003 -.78991601423340E-006 -.40615819418537E-003 -.92474649704290E-005 -.64686154189052E-004 -.22240782381207E-009 0.70685196871445E-008 -.34230559316662E-008 0.00000000000000E+000 0.34450204674149E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 198 0.42275916853177E-001 -.70126880790976E-004 0.31087941302959E-002 0.12532312219235E-003 -.10950792653176E-001 0.94573893048170E-003 0.10838014901138E-001 -.29438392210300E-004 0.20724902033544E-004 0.12121369948784E-005 -.10060670539883E-002 -.50194257003815E-002 0.41018266621129E-002 0.30954203151415E-002 0.84550209747750E-006 -.24140895708271E-003 -.72635467289948E-006 -.41211192435927E-003 -.82911603047203E-005 -.55797641463448E-004 -.19648729040169E-009 0.76542233338261E-008 -.37288680217122E-008 0.00000000000000E+000 0.33177978117012E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 199 0.42613270106472E-001 -.32529917149918E-003 0.32076037191822E-002 0.19585877222318E-003 -.10700660194938E-001 0.10309708182868E-002 0.10419346680451E-001 -.28469336366771E-004 0.11571624192176E-004 0.54428165111379E-006 -.10110265609664E-002 -.47216903123557E-002 0.37703899191462E-002 0.31510066644327E-002 -.21814017133699E-005 -.25748404287771E-003 -.66330489325647E-006 -.41529785930414E-003 -.73531850164205E-005 -.47582388987311E-004 -.16763717421793E-009 0.82931213555557E-008 -.40627420906689E-008 0.00000000000000E+000 0.31826743516729E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 200 0.42968064231815E-001 -.58310160513619E-003 0.32947552470824E-002 0.26975276793592E-003 -.10427744846347E-001 0.11148892390284E-002 0.99754528808168E-002 -.27397284118330E-004 0.23967835177989E-005 -.11969637215960E-006 -.10071999900238E-002 -.44160010071594E-002 0.34176928984604E-002 0.32052189200966E-002 -.52337712026318E-005 -.27211551054003E-003 -.60107476257791E-006 -.41551916876172E-003 -.64424061534174E-005 -.40057201091914E-004 -.13584677360771E-009 0.89910014076964E-008 -.44275773170443E-008 0.00000000000000E+000 0.30394925385890E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 201 0.43342628964489E-001 -.84191270776391E-003 0.33690124755066E-002 0.34647367175201E-003 -.10130535831815E-001 0.11964860914062E-002 0.95056202624783E-002 -.26218175681781E-004 -.66384746432223E-005 -.76810255309314E-006 -.99416404325848E-003 -.41030319587331E-002 0.30435322715945E-002 0.32575486749935E-002 -.82695038465618E-005 -.28490188840626E-003 -.53999438697182E-006 -.41258206179080E-003 -.55677009601414E-005 -.33233727629230E-004 -.10117082459509E-009 0.97544154115624E-008 -.48266222934837E-008 0.00000000000000E+000 0.28881547986642E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 202 0.43739814819986E-001 -.10997103705208E-002 0.34290518278323E-002 0.42527852709054E-003 -.98073256467828E-002 0.12745350808972E-002 0.90091308156707E-002 -.24927957337464E-004 -.15349499383469E-004 -.13876886880547E-005 -.97155525013971E-003 -.37835800066668E-002 0.26479126908239E-002 0.33073721888752E-002 -.11236637379350E-004 -.29538783195605E-003 -.48040562041545E-006 -.40629943135826E-003 -.47376465694315E-005 -.27116702004950E-004 -.63744168088327E-010 0.10590963755180E-007 -.52636097935460E-008 0.00000000000000E+000 0.27286176488294E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 203 0.44163230011830E-001 -.13540057812634E-002 0.34734469260448E-002 0.50517001748899E-003 -.94561028855304E-002 0.13475540701745E-002 0.84851736885851E-002 -.23522514324905E-004 -.23528878798028E-004 -.19636937125853E-005 -.93908196593961E-003 -.34585332035539E-002 0.22310511959248E-002 0.33539235982864E-002 -.14072131540214E-004 -.30306209496789E-003 -.42265224878593E-006 -.39649207117042E-003 -.39602167500127E-005 -.21702798804649E-004 -.23798400217983E-010 0.11509721376327E-007 -.57429614880547E-008 0.00000000000000E+000 0.25608804292663E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 204 0.44617498540994E-001 -.16016887928893E-002 0.35006198154671E-002 0.58482279140422E-003 -.90744687284929E-002 0.14137352258495E-002 0.79328279666961E-002 -.21997840459106E-004 -.30945883529117E-004 -.24797935303606E-005 -.89653954359200E-003 -.31289001640266E-002 0.17934692953355E-002 0.33962426533781E-002 -.16699849771909E-004 -.30735303960396E-003 -.36708043840246E-006 -.38298970031616E-003 -.32426448564604E-005 -.16980951937988E-004 0.18309350824621E-010 0.12521676955920E-007 -.62699931533723E-008 0.00000000000000E+000 0.23850031643531E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 205 0.45108493922487E-001 -.18387415005531E-002 0.35087689623042E-002 0.66246170773567E-003 -.86596529376208E-002 0.14708366292779E-002 0.73512177603839E-002 -.20350790129789E-004 -.37345007613546E-004 -.29180464911627E-005 -.84384957595812E-003 -.27959489498008E-002 0.13362688733380E-002 0.34330885484553E-002 -.19027800007109E-004 -.30762640062441E-003 -.31405152556314E-006 -.36563869224462E-003 -.25914548341527E-005 -.12933647807524E-004 0.62044705807697E-010 0.13640012241114E-007 -.68510284734609E-008 0.00000000000000E+000 0.22011877788508E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 206 0.45643635642851E-001 -.20598658171901E-002 0.34957990685757E-002 0.73570616967753E-003 -.82086042225208E-002 0.15160602283554E-002 0.67397807076878E-002 -.18580366017468E-004 -.42448005525818E-004 -.32592029531528E-005 -.78113369719581E-003 -.24613982853236E-002 0.86156011968081E-003 0.34628267017252E-002 -.20946132740181E-004 -.30319624770508E-003 -.26395163904315E-006 -.34432096309458E-003 -.20123897790787E-005 -.95372962879991E-005 0.10662494250230E-009 0.14880308840660E-007 -.74934668915813E-008 0.00000000000000E+000 0.20099041894005E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 207 0.46232758331302E-001 -.22581775227498E-002 0.34592207127390E-002 0.80143626835939E-003 -.77177929904557E-002 0.15459504380634E-002 0.60981697282189E-002 -.16688351819192E-004 -.45964784330452E-004 -.34835276692940E-005 -.70877050915026E-003 -.21274006391362E-002 0.37269158433525E-003 0.34832968137778E-002 -.22327719770379E-004 -.29335033727416E-003 -.21716669038751E-006 -.31896736862080E-003 -.15097974973776E-005 -.67596909277798E-005 0.15096249059263E-009 0.16261752233725E-007 -.82063573621590E-008 0.00000000000000E+000 0.18119125750910E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 208 0.46890015549250E-001 -.24248054716101E-002 0.33958687106384E-002 0.85563338733450E-003 -.71825175107436E-002 0.15562311276932E-002 0.54256447080528E-002 -.14678990102135E-004 -.47606849212175E-004 -.35714924770573E-005 -.62739295655893E-003 -.17963262405287E-002 -.12573146796138E-003 0.34915853314714E-002 -.23029019441453E-004 -.27737016622420E-003 -.17404094215036E-006 -.28954805139652E-003 -.10858603547474E-005 -.45576373114189E-005 0.19361606092173E-009 0.17810237359300E-007 -.90019267101108E-008 0.00000000000000E+000 0.16081550020945E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 209 0.47636466973057E-001 -.25478312940525E-002 0.33013650644984E-002 0.89301463540799E-003 -.65964242835232E-002 0.15414551324223E-002 0.47210083080654E-002 -.12560932970643E-004 -.47096989371675E-004 -.35042993402310E-005 -.53795930596524E-003 -.14709504548730E-002 -.62705204630148E-003 0.34835563357998E-002 -.22889215510843E-004 -.25456372523804E-003 -.13488938899555E-006 -.25608300038850E-003 -.74058564343204E-006 -.28791188732373E-005 0.23264953787278E-009 0.19561931771484E-007 -.98972906546786E-008 0.00000000000000E+000 0.13998676589431E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 210 0.48502911491047E-001 -.26104449379786E-002 0.31694774014505E-002 0.90647855783022E-003 -.59522567504300E-002 0.14946168878087E-002 0.39842150113332E-002 -.10355261176554E-004 -.44199721878704E-004 -.32663038696819E-005 -.44210501144529E-003 -.11554428991527E-002 -.11200271928032E-002 0.34530875203823E-002 -.21738228844326E-004 -.22441754702634E-003 -.10007073719995E-006 -.21875622615958E-003 -.47222431550842E-006 -.16668218373445E-005 0.26534978217753E-009 0.21564887507120E-007 -.10915118644649E-007 0.00000000000000E+000 0.11892391071733E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 211 0.49533599406953E-001 -.25891441021303E-002 0.29915314888011E-002 0.88682550328961E-003 -.52442199970648E-002 0.14072501790455E-002 0.32196376231940E-002 -.81097132932242E-005 -.38819185994868E-004 -.28522622281038E-005 -.34279193569182E-003 -.85676686482230E-003 -.15847244239948E-002 0.33910790195758E-002 -.19436928380002E-004 -.18700440746407E-003 -.70042130501528E-007 -.17817253149080E-003 -.27687945590457E-006 -.85707348800203E-006 0.28795308684036E-009 0.23878004542155E-007 -.12082978814498E-007 0.00000000000000E+000 0.98048720036562E+003 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 212 0.50791679604412E-001 -.24538390516570E-002 0.27560844350256E-002 0.82373451340913E-003 -.44724973577397E-002 0.12709216152941E-002 0.24407980868381E-002 -.59161671455800E-005 -.31197533853879E-004 -.22814033666517E-005 -.24506258760279E-003 -.58582277376869E-003 -.19877716140937E-002 0.32844387635511E-002 -.15976811510150E-004 -.14373750258687E-003 -.45330885660442E-007 -.13574956175893E-003 -.14708225886403E-006 -.37495892352982E-006 0.29574568274181E-009 0.26566203503785E-007 -.13430974593263E-007 0.00000000000000E+000 0.78098433372449E+003 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 213 0.52365221442101E-001 -.21742181166313E-002 0.24499617920633E-002 0.70982850204374E-003 -.36512843136978E-002 0.10816896939610E-002 0.16766329677952E-002 -.39221274021515E-005 -.22187314098130E-004 -.16165304561273E-005 -.15641757409574E-003 -.35736377162829E-003 -.22795614160735E-002 0.31159128879134E-002 -.11650320572956E-004 -.98355610434593E-004 -.26396719501914E-007 -.94164251101837E-004 -.70527859685080E-007 -.13219795577401E-006 0.28425431997476E-009 0.29686373650717E-007 -.14985313985346E-007 0.00000000000000E+000 0.60173327746840E+003 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 214 0.54369425733594E-001 -.17400297883381E-002 0.20638195107345E-002 0.54954614382053E-003 -.28191607310535E-002 0.84854385125865E-003 0.97635970214085E-003 -.23086636177366E-005 -.13368545425298E-004 -.97163536535169E-006 -.85588414788310E-004 -.18639279142141E-003 -.24014570073913E-002 0.28671654783291E-002 -.71917594207717E-005 -.57212996834611E-004 -.13360348950781E-007 -.57417994374390E-004 -.30993038344701E-007 -.35496253807653E-007 0.25243713487168E-009 0.33259459885681E-007 -.16755948510276E-007 0.00000000000000E+000 0.45530564983806E+003 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 215 0.56939099330175E-001 -.11952916200613E-002 0.16063438232753E-002 0.36816176452015E-003 -.20414031491372E-002 0.60064368515940E-003 0.40401054203157E-003 -.12041883371288E-005 -.65226599837978E-005 -.47352483522240E-006 -.38494557309471E-004 -.79403655986614E-004 -.23134365947054E-002 0.25281696261743E-002 -.35790908731435E-005 -.26956464532414E-004 -.56612752949023E-008 -.29629047811414E-004 -.12659634604908E-007 -.70008904635353E-008 0.20674892559350E-009 0.37242275085240E-007 -.18724512005417E-007 0.00000000000000E+000 0.34939878365921E+003 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 216 0.60209576276051E-001 -.65314679853345E-003 0.11215332089947E-002 0.20528108706267E-003 -.13891261765729E-002 0.37955685130239E-003 0.15338920689445E-004 -.58461059428177E-006 -.24964184776655E-005 -.18116765018640E-006 -.13804313044254E-004 -.26649547232397E-004 -.20313690471687E-002 0.21109521247107E-002 -.13885854038628E-005 -.99414860352742E-005 -.19489953388719E-008 -.12554077472362E-004 -.46879277996885E-008 -.10399513156775E-008 0.16023756713739E-009 0.41533461824424E-007 -.20846849695781E-007 0.00000000000000E+000 0.28018057843790E+003 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 217 0.64294301386132E-001 -.24241075898499E-003 0.68164833644941E-003 0.89184276806238E-004 -.90295176072909E-003 0.21500255328163E-003 -.17351055322327E-003 -.29265011019531E-006 -.74421894889009E-006 -.53991027717067E-007 -.39158685981832E-005 -.69469725246371E-005 -.16319124403470E-002 0.16554733611574E-002 -.41834467627970E-006 -.28488722720098E-005 -.53905123286989E-009 -.43144266770799E-005 -.14947962608617E-008 -.13538239783373E-009 0.12368576224218E-009 0.46018845635113E-007 -.23071265698678E-007 0.00000000000000E+000 0.23482146100034E+003 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 218 0.69272922330509E-001 -.19668894907241E-004 0.34436565408873E-003 0.21550663385876E-004 -.57650884057872E-003 0.11018289975739E-003 -.20003716133073E-003 -.16452422146148E-006 -.17577523018906E-006 -.12743046947766E-007 -.89207722596391E-006 -.14197432199121E-005 -.12110063260692E-002 0.12166767224946E-002 -.10099738241585E-006 -.64627843068235E-006 -.12105824025365E-009 -.12109132603736E-005 -.39735398971659E-009 -.19801158729922E-010 0.99136186134618E-010 0.50605739133690E-007 -.25352437659912E-007 0.00000000000000E+000 0.20138509101445E+003 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 219 0.75193773008912E-001 0.50492485142594E-004 0.12154931252392E-003 -.11877822947364E-004 -.37289850859113E-003 0.50507831287700E-004 -.13501599819982E-003 -.10452464051858E-006 -.33982696049191E-007 -.24613251847831E-008 -.16828170828864E-006 -.23345465620098E-006 -.84018673612969E-003 0.84133251689073E-003 -.21276922693088E-007 -.12016136737415E-006 -.22678000958527E-010 -.28297833509887E-006 -.87978507575264E-010 -.33900221764502E-011 0.83153816541806E-010 0.55219639056168E-007 -.27651396436355E-007 0.00000000000000E+000 0.17389189828830E+003 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 220 0.82080566630122E-001 0.40211754535880E-004 -.87397031257261E-005 -.25973752736887E-004 -.25045961913817E-003 0.18613649409888E-004 -.44867028172526E-004 -.72586149443196E-007 -.55973418013530E-008 -.40507582657959E-009 -.27306119997326E-007 -.31998291319687E-007 -.55285135300455E-003 0.55305353561817E-003 -.48764138230281E-008 -.19084913666977E-007 -.36716697085261E-011 -.56438296577978E-007 -.16518661669873E-010 -.57751897632172E-012 0.72130371118746E-010 0.59788842113375E-007 -.29930486242247E-007 0.00000000000000E+000 0.15049420020575E+003 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 221 0.89935693585999E-001 0.61042604545369E-005 -.76200614047348E-004 -.30495948530816E-004 -.17716406450307E-003 0.18336147546893E-005 0.31143848907078E-004 -.53733529601341E-007 -.81848815757277E-009 -.59198446314086E-010 -.39634643404639E-008 -.38079966896964E-008 -.35182864121125E-003 0.35186147169650E-003 -.17579357210389E-008 -.27004240678912E-008 -.53330222082663E-012 -.98584365931315E-008 -.26961702051008E-011 -.89499105482073E-013 0.63915816609582E-010 0.64237645724955E-007 -.32150780770782E-007 0.00000000000000E+000 0.13066197713702E+003 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 222 0.98743810502386E-001 -.24273436878440E-004 -.10490437037566E-003 -.30632561367625E-004 -.13261370667214E-003 -.71361590718088E-005 0.80320318627022E-004 -.41825110531765E-007 -.11022312830531E-009 -.79673701665943E-011 -.53271044222121E-009 -.41105013432780E-009 -.22268127581563E-003 0.22268682128776E-003 -.10373050447128E-008 -.35392032182493E-009 -.71840535577802E-013 -.15457070352304E-008 -.39237518426290E-012 -.12513053751995E-013 0.57398358019320E-010 0.68489915070916E-007 -.34273656714468E-007 0.00000000000000E+000 0.11396337197913E+003 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
